Country Name,Country Code,Indicator Name,Indicator Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Early-demographic dividend,EAR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.468356196,0.993623058,1.588268866,4.795681105,6.712642411,6.117802819,6.163836478,5.867160745,3.461073086,0.631650565,6.168487084,4.966820122,4.235543269,4.298656951,4.006131284,4.649677821,4.7822175,4.707115969,4.124992479,
East Asia & Pacific,EAS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.885568322,2.66563072,3.594424067,4.256584811,5.160734209,5.040122731,5.536358791,6.460695238,3.523198821,1.378274272,7.05377992,4.609699894,4.689772479,4.759518784,4.148150249,4.138538669,4.057892118,4.593844123,4.197924384,
Europe & Central Asia (excluding high income),ECA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,8.002040277,2.60986929,5.477637824,6.638075973,8.392737584,7.261678121,8.162930343,7.692562459,4.421265646,-5.92346246,5.073405526,6.040001223,3.700932243,4.040093122,2.241040388,0.838043275,1.756828837,4.039773863,2.851736771,
Europe & Central Asia,ECS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.279045682,2.284408012,1.692635853,1.831290583,3.249215802,2.777238216,3.975382645,3.678768287,1.032590257,-4.437300085,2.628902068,2.399239118,0.293014167,0.901821357,1.831866664,2.047814932,1.940432023,2.758186121,2.138188429,
Ecuador,ECU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.091801564,4.0156299,4.096776659,2.722877337,8.211020917,5.291308267,4.403526434,2.190063972,6.3571306,0.566491592,3.525298669,7.868140919,5.641962067,4.946511267,3.788868549,0.098872608,-1.226383985,2.368386526,1.37712703,
"Egypt, Arab Rep.",EGY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.370003834,3.535251969,2.390204028,3.193454739,4.092071612,4.471744469,6.843838197,7.087827427,7.156283564,4.6735998,5.147234859,1.764571949,2.226199797,2.185466055,2.915911879,4.372019079,4.346643453,4.181221001,5.314121037,
Euro area,EMU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.862611317,2.211877599,0.956401054,0.698719625,2.303659863,1.685575019,3.226905406,2.997519351,0.421095192,-4.501257151,2.133539103,1.686520553,-0.892157629,-0.252894811,1.401016227,2.113835385,1.91021306,2.542169155,1.899849965,
Eritrea,ERI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-3.141985774,8.75543519,3.005429218,-2.655515842,1.451735534,2.57444953,-0.969216929,1.42682206,-9.783030037,3.87650156,2.194190545,8.679799936,,,,,,,,
Spain,ESP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.24599468,3.932948843,2.731022232,2.981894836,3.122795242,3.652032674,4.102727115,3.604687971,0.887145182,-3.763231927,0.163010231,-0.814373455,-2.959441302,-1.435394259,1.383907943,3.83517266,3.03130133,2.891768107,2.351008131,
Estonia,EST,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,10.10652017,5.979602815,6.802390854,7.566692025,6.767456671,9.490296798,9.718759243,7.57358092,-5.088942211,-14.43386864,2.706902753,7.441584819,3.110234555,1.346187836,2.987325819,1.84488518,2.631567906,5.748802092,4.761158469,
